"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"10:36:41.566, 11 giu 2023","13,0","0,0","385.876.000","119.963.168"
"10:36:42.568, 11 giu 2023","12,2","0,0","385.876.000","79.229.088"
"10:36:43.569, 11 giu 2023","14,7","0,1","385.876.000","31.239.680"
"10:36:44.570, 11 giu 2023","12,4","0,0","385.876.000","209.497.600"
"10:36:45.571, 11 giu 2023","12,9","0,0","385.876.000","167.736.432"
"10:36:46.573, 11 giu 2023","13,5","0,0","385.876.000","98.948.864"
"10:36:47.574, 11 giu 2023","12,2","0,0","385.876.000","57.985.888"
"10:36:48.575, 11 giu 2023","12,8","0,0","385.876.000","228.980.248"
"10:36:49.576, 11 giu 2023","13,5","0,0","385.876.000","181.019.472"
"10:36:50.578, 11 giu 2023","12,6","0,0","385.876.000","109.633.408"
"10:36:51.580, 11 giu 2023","14,1","0,0","385.876.000","45.027.584"
"10:36:52.581, 11 giu 2023","13,0","0,0","385.876.000","207.400.448"
"10:36:53.582, 11 giu 2023","12,0","0,0","385.876.000","120.049.728"
"10:36:54.584, 11 giu 2023","14,0","0,0","385.876.000","83.653.472"
"10:36:55.585, 11 giu 2023","12,4","0,1","385.876.000","33.006.976"
"10:36:56.587, 11 giu 2023","13,0","0,0","385.876.000","244.829.472"
"10:36:57.589, 11 giu 2023","13,1","0,1","385.876.000","219.783.600"
"10:36:58.591, 11 giu 2023","12,4","0,1","385.876.000","192.412.760"
"10:36:59.593, 11 giu 2023","12,2","0,1","385.876.000","163.066.152"
"10:37:00.594, 11 giu 2023","13,2","0,1","385.876.000","114.964.528"
"10:37:01.595, 11 giu 2023","12,0","0,1","385.876.000","47.744.840"
"10:37:02.596, 11 giu 2023","12,6","0,0","385.876.000","215.504.936"
"10:37:03.597, 11 giu 2023","13,5","0,1","385.876.000","127.818.768"
"10:37:04.600, 11 giu 2023","12,4","0,0","385.876.000","221.823.840"
"10:37:05.600, 11 giu 2023","13,0","0,0","385.876.000","77.002.528"
"10:37:06.601, 11 giu 2023","13,0","0,0","385.876.000","231.541.088"
"10:37:07.602, 11 giu 2023","12,2","0,0","385.876.000","179.954.912"
"10:37:08.604, 11 giu 2023","14,0","0,0","385.876.000","123.860.912"
"10:37:09.606, 11 giu 2023","13,5","0,0","385.876.000","127.388.592"
"10:37:10.607, 11 giu 2023","13,0","0,0","385.876.000","236.479.224"
"10:37:11.608, 11 giu 2023","12,2","0,1","385.876.000","142.082.432"
"10:37:12.609, 11 giu 2023","13,6","0,1","385.876.000","35.230.432"
"10:37:13.610, 11 giu 2023","12,2","0,0","385.876.000","159.696.384"
"10:37:14.611, 11 giu 2023","15,3","0,1","385.876.000","81.711.016"
"10:37:15.612, 11 giu 2023","14,6","0,0","385.876.000","247.510.728"
"10:37:16.614, 11 giu 2023","12,0","0,1","385.876.000","201.320.976"
"10:37:17.615, 11 giu 2023","13,6","0,0","385.876.000","69.818.520"
"10:37:18.616, 11 giu 2023","12,6","0,0","385.876.000","212.370.512"
"10:37:19.617, 11 giu 2023","12,3","0,0","385.876.000","110.819.072"
"10:37:20.618, 11 giu 2023","13,2","0,0","385.876.000","45.426.432"
"10:37:21.619, 11 giu 2023","12,4","0,0","385.876.000","215.639.552"
"10:37:22.620, 11 giu 2023","13,4","0,1","385.876.000","165.617.992"
"10:37:23.621, 11 giu 2023","14,3","0,1","385.876.000","103.339.336"
"10:37:24.622, 11 giu 2023","12,2","0,0","385.876.000","69.581.640"
"10:37:25.623, 11 giu 2023","12,2","0,0","385.876.000","34.073.616"
"10:37:26.624, 11 giu 2023","12,4","0,0","385.876.000","184.570.944"
"10:37:27.625, 11 giu 2023","13,5","0,0","385.876.000","56.290.416"
"10:37:28.627, 11 giu 2023","13,4","0,0","385.876.000","193.680.224"
"10:37:29.628, 11 giu 2023","12,2","0,0","385.876.000","111.999.872"
"10:37:30.629, 11 giu 2023","12,4","0,0","385.876.000","34.538.992"
"10:37:31.631, 11 giu 2023","12,2","0,0","385.876.000","176.904.832"
"10:37:32.632, 11 giu 2023","13,8","0,0","385.876.000","106.568.576"
"10:37:33.633, 11 giu 2023","13,1","0,0","385.876.000","249.186.752"
"10:37:34.634, 11 giu 2023","13,5","0,0","385.876.000","190.989.408"
"10:37:35.635, 11 giu 2023","12,2","0,0","385.876.000","150.895.488"
"10:37:36.637, 11 giu 2023","13,0","0,1","385.876.000","109.183.960"
"10:37:37.638, 11 giu 2023","12,2","0,1","385.876.000","69.656.584"
"10:37:38.639, 11 giu 2023","13,7","0,0","385.876.000","249.800.832"
"10:37:39.640, 11 giu 2023","13,9","0,0","385.876.000","149.020.496"
"10:37:40.641, 11 giu 2023","13,6","0,0","385.876.000","245.390.464"
"10:37:41.641, 11 giu 2023","13,3","0,0","385.876.000","148.762.168"
"10:37:42.642, 11 giu 2023","14,2","0,0","385.876.000","63.819.856"
"10:37:43.642, 11 giu 2023","12,4","0,0","385.876.000","32.460.536"
"10:37:44.643, 11 giu 2023","13,2","0,0","385.876.000","221.255.744"
"10:37:45.645, 11 giu 2023","13,6","0,0","385.876.000","177.318.912"
"10:37:46.647, 11 giu 2023","12,2","0,0","385.876.000","133.216.856"
"10:37:47.648, 11 giu 2023","12,2","0,0","385.876.000","216.832.896"
"10:37:48.650, 11 giu 2023","14,2","0,0","385.876.000","160.892.736"
"10:37:49.651, 11 giu 2023","12,4","0,0","385.876.000","83.145.792"
"10:37:50.652, 11 giu 2023","12,2","0,0","385.876.000","188.868.904"
"10:37:51.653, 11 giu 2023","12,2","0,1","385.876.000","107.486.800"
"10:37:52.654, 11 giu 2023","13,0","0,1","385.876.000","43.006.784"
"10:37:53.655, 11 giu 2023","13,0","0,0","385.876.000","208.666.448"
"10:37:54.656, 11 giu 2023","12,2","0,0","385.876.000","172.801.536"
"10:37:55.658, 11 giu 2023","12,8","0,0","385.876.000","111.674.112"
"10:37:56.660, 11 giu 2023","12,0","0,0","385.876.000","44.877.768"
"10:37:57.662, 11 giu 2023","12,0","0,0","385.876.000","155.939.440"
"10:37:58.664, 11 giu 2023","12,4","0,0","385.876.000","86.709.048"
"10:37:59.664, 11 giu 2023","13,5","0,0","385.876.000","32.277.176"
"10:38:00.665, 11 giu 2023","12,4","0,0","385.876.000","177.563.624"
"10:38:01.665, 11 giu 2023","12,2","0,0","385.876.000","111.613.912"
"10:38:02.667, 11 giu 2023","14,4","0,0","385.876.000","70.499.024"
"10:38:03.669, 11 giu 2023","11,9","0,0","385.876.000","242.604.096"
"10:38:04.670, 11 giu 2023","13,0","0,0","385.876.000","119.616.064"
"10:38:05.671, 11 giu 2023","12,2","0,0","385.876.000","33.751.680"
"10:38:06.672, 11 giu 2023","12,6","0,0","385.876.000","182.670.400"
"10:38:07.673, 11 giu 2023","13,0","0,0","385.876.000","109.193.784"
"10:38:08.674, 11 giu 2023","12,8","0,0","385.876.000","249.633.392"
"10:38:09.676, 11 giu 2023","12,2","0,0","385.876.000","177.765.832"
"10:38:10.677, 11 giu 2023","12,2","0,0","385.876.000","116.584.280"
"10:38:11.678, 11 giu 2023","14,5","0,1","385.876.000","58.035.440"
"10:38:12.679, 11 giu 2023","13,4","0,0","385.876.000","225.948.160"
"10:38:13.994, 11 giu 2023","12,5","0,0","385.876.000","182.095.136"
"10:38:14.680, 11 giu 2023","12,5","0,0","385.876.000","176.611.896"
"10:38:15.682, 11 giu 2023","14,0","0,0","385.876.000","56.365.960"
"10:38:16.683, 11 giu 2023","12,8","0,0","385.876.000","169.581.136"
"10:38:17.684, 11 giu 2023","12,4","0,0","385.876.000","64.777.200"
"10:38:18.685, 11 giu 2023","12,4","0,0","385.876.000","200.385.392"
"10:38:19.687, 11 giu 2023","12,4","0,0","385.876.000","85.369.696"
"10:38:20.688, 11 giu 2023","14,5","0,0","385.876.000","191.640.784"
"10:38:21.689, 11 giu 2023","13,7","0,1","385.876.000","72.174.368"
"10:38:22.690, 11 giu 2023","12,8","0,0","385.876.000","210.860.128"
"10:38:23.690, 11 giu 2023","12,2","0,0","385.876.000","125.192.320"
"10:38:24.691, 11 giu 2023","12,2","0,0","385.876.000","41.271.472"
"10:38:25.692, 11 giu 2023","12,6","0,0","385.876.000","195.813.216"
"10:38:26.694, 11 giu 2023","12,6","0,0","385.876.000","127.830.432"
"10:38:27.695, 11 giu 2023","12,4","0,0","385.876.000","71.332.192"
"10:38:28.696, 11 giu 2023","12,4","0,0","385.876.000","209.633.024"
"10:38:29.697, 11 giu 2023","15,4","0,1","385.876.000","135.318.672"
"10:38:30.698, 11 giu 2023","14,4","0,1","385.876.000","62.061.120"
"10:38:31.699, 11 giu 2023","13,1","0,0","385.876.000","204.427.008"
"10:38:32.701, 11 giu 2023","14,4","0,1","385.876.000","122.776.920"
"10:38:33.702, 11 giu 2023","13,5","0,0","385.876.000","41.354.368"
"10:38:34.704, 11 giu 2023","12,6","0,0","385.876.000","210.612.504"
"10:38:35.704, 11 giu 2023","13,5","0,0","385.876.000","174.635.728"
"10:38:36.705, 11 giu 2023","12,2","0,0","385.876.000","154.105.832"
"10:38:37.707, 11 giu 2023","14,0","0,0","385.876.000","139.571.144"
"10:38:38.708, 11 giu 2023","13,6","0,1","385.876.000","120.728.064"
"10:38:39.709, 11 giu 2023","14,0","0,1","385.876.000","101.955.824"
"10:38:40.710, 11 giu 2023","14,2","0,1","385.876.000","78.956.592"
"10:38:41.711, 11 giu 2023","12,6","0,1","385.876.000","47.539.632"
"10:38:42.712, 11 giu 2023","13,5","0,0","385.876.000","240.340.112"
"10:38:43.714, 11 giu 2023","12,6","0,1","385.876.000","204.847.088"
"10:38:44.715, 11 giu 2023","14,0","0,1","385.876.000","158.569.280"
"10:38:45.717, 11 giu 2023","11,8","0,1","385.876.000","110.199.424"
"10:38:46.718, 11 giu 2023","13,8","0,0","385.876.000","244.932.960"
"10:38:47.720, 11 giu 2023","13,0","0,0","385.876.000","110.275.456"
"10:38:48.721, 11 giu 2023","12,4","0,0","385.876.000","210.863.872"
"10:38:49.722, 11 giu 2023","12,4","0,0","385.876.000","78.808.480"
"10:38:50.723, 11 giu 2023","12,4","0,0","385.876.000","175.152.480"
"10:38:51.724, 11 giu 2023","13,2","0,1","385.876.000","144.103.296"
"10:38:52.725, 11 giu 2023","14,2","0,0","385.876.000","64.534.144"
"10:38:53.727, 11 giu 2023","12,2","0,0","385.876.000","219.844.200"
"10:38:54.728, 11 giu 2023","13,5","0,0","385.876.000","171.677.144"
"10:38:55.885, 11 giu 2023","12,8","0,0","385.876.000","134.290.728"
"10:38:56.730, 11 giu 2023","14,3","0,0","385.876.000","230.899.360"
"10:38:57.731, 11 giu 2023","15,4","0,1","385.876.000","161.690.944"
"10:38:58.947, 11 giu 2023","12,2","0,0","385.876.000","169.655.528"
"10:38:59.734, 11 giu 2023","12,7","0,0","385.876.000","44.781.568"
"10:39:00.735, 11 giu 2023","12,6","0,0","385.876.000","211.021.504"
"10:39:01.736, 11 giu 2023","14,2","0,0","385.876.000","132.547.184"
"10:39:02.737, 11 giu 2023","12,6","0,0","385.876.000","208.756.752"
"10:39:03.738, 11 giu 2023","14,7","0,0","385.876.000","121.954.896"
"10:39:04.739, 11 giu 2023","13,0","0,0","385.876.000","249.613.600"
"10:39:05.740, 11 giu 2023","12,2","0,0","385.876.000","219.373.568"
"10:39:06.741, 11 giu 2023","12,0","0,0","385.876.000","125.380.224"
"10:39:07.743, 11 giu 2023","13,5","0,0","385.876.000","253.190.960"
"10:39:08.744, 11 giu 2023","13,0","0,0","385.876.000","202.549.120"
"10:39:09.745, 11 giu 2023","13,0","0,0","385.876.000","178.107.904"
"10:39:10.867, 11 giu 2023","12,4","0,0","385.876.000","139.555.984"
"10:39:11.748, 11 giu 2023","12,4","0,0","385.876.000","216.679.312"
"10:39:12.749, 11 giu 2023","12,2","0,0","385.876.000","49.646.792"
"10:39:13.750, 11 giu 2023","12,6","0,0","385.876.000","206.913.568"
"10:39:14.751, 11 giu 2023","13,2","0,1","385.876.000","132.106.240"
"10:39:15.753, 11 giu 2023","13,8","0,1","385.876.000","75.847.488"
"10:39:16.754, 11 giu 2023","12,4","0,0","385.876.000","235.127.640"
"10:39:17.756, 11 giu 2023","14,3","0,1","385.876.000","102.904.704"
"10:39:18.757, 11 giu 2023","12,2","0,1","385.876.000","46.385.080"
"10:39:19.758, 11 giu 2023","13,8","0,0","385.876.000","170.111.288"
"10:39:20.760, 11 giu 2023","13,0","0,0","385.876.000","94.458.080"
"10:39:21.761, 11 giu 2023","12,2","0,0","385.876.000","224.448.768"
"10:39:22.762, 11 giu 2023","13,0","0,0","385.876.000","112.961.728"
"10:39:23.764, 11 giu 2023","12,2","0,0","385.876.000","35.617.352"
"10:39:24.765, 11 giu 2023","13,4","0,0","385.876.000","188.566.176"
"10:39:25.766, 11 giu 2023","13,5","0,0","385.876.000","110.906.760"
"10:39:26.767, 11 giu 2023","13,0","0,0","385.876.000","242.958.592"
"10:39:27.768, 11 giu 2023","13,5","0,1","385.876.000","154.404.864"
"10:39:28.769, 11 giu 2023","12,2","0,0","385.876.000","74.905.264"
"10:39:29.770, 11 giu 2023","13,0","0,0","385.876.000","232.097.296"
"10:39:30.771, 11 giu 2023","12,9","0,0","385.876.000","170.744.728"
"10:39:31.772, 11 giu 2023","12,0","0,0","385.876.000","75.057.768"
"10:39:32.773, 11 giu 2023","12,8","0,0","385.876.000","221.668.936"
"10:39:33.774, 11 giu 2023","12,2","0,0","385.876.000","140.511.872"
"10:39:34.775, 11 giu 2023","12,2","0,0","385.876.000","115.402.728"
"10:39:35.776, 11 giu 2023","13,0","0,0","385.876.000","83.994.952"
"10:39:36.778, 11 giu 2023","12,2","0,0","385.876.000","63.902.920"
"10:39:37.779, 11 giu 2023","12,2","0,0","385.876.000","254.859.136"
"10:39:38.781, 11 giu 2023","12,2","0,0","385.876.000","225.592.464"
"10:39:39.782, 11 giu 2023","13,0","0,0","385.876.000","197.167.624"
"10:39:40.783, 11 giu 2023","12,4","0,0","385.876.000","128.829.040"
"10:39:41.785, 11 giu 2023","12,6","0,0","385.876.000","57.806.320"
"10:39:42.787, 11 giu 2023","13,0","0,0","385.876.000","248.563.640"
"10:39:43.788, 11 giu 2023","12,2","0,0","385.876.000","187.578.216"
"10:39:44.790, 11 giu 2023","13,4","0,0","385.876.000","72.652.680"
"10:39:45.792, 11 giu 2023","12,4","0,0","385.876.000","215.145.248"
"10:39:46.794, 11 giu 2023","12,6","0,0","385.876.000","137.979.584"
"10:39:47.795, 11 giu 2023","13,4","0,1","385.876.000","102.588.496"
"10:39:48.796, 11 giu 2023","12,2","0,0","385.876.000","73.377.576"
"10:39:49.797, 11 giu 2023","12,2","0,1","385.876.000","39.832.552"
"10:39:50.798, 11 giu 2023","13,0","0,0","385.876.000","230.899.792"
"10:39:51.799, 11 giu 2023","13,4","0,1","385.876.000","190.830.688"
"10:39:52.800, 11 giu 2023","13,7","0,1","385.876.000","134.332.800"
"10:39:53.801, 11 giu 2023","13,3","0,1","385.876.000","69.337.024"
"10:39:54.802, 11 giu 2023","13,5","0,0","385.876.000","236.993.416"
"10:39:55.803, 11 giu 2023","15,1","0,1","385.876.000","201.849.136"
"10:39:56.804, 11 giu 2023","12,4","0,0","385.876.000","123.919.552"
"10:39:57.805, 11 giu 2023","12,4","0,0","385.876.000","84.123.584"
"10:39:58.806, 11 giu 2023","12,4","0,0","385.876.000","49.279.616"
"10:39:59.807, 11 giu 2023","13,0","0,0","385.876.000","166.770.544"
"10:40:00.808, 11 giu 2023","12,2","0,0","385.876.000","232.390.416"
"10:40:01.809, 11 giu 2023","12,3","0,0","385.876.000","137.959.440"
"10:40:02.810, 11 giu 2023","12,6","0,0","385.876.000","81.707.056"
"10:40:03.811, 11 giu 2023","12,4","0,0","385.876.000","65.087.504"
"10:40:04.812, 11 giu 2023","13,4","0,0","385.876.000","42.116.032"
"10:40:05.813, 11 giu 2023","13,0","0,0","385.876.000","243.405.536"
"10:40:06.814, 11 giu 2023","12,8","0,0","385.876.000","231.014.272"
"10:40:07.816, 11 giu 2023","13,0","0,0","385.876.000","203.791.104"
"10:40:08.817, 11 giu 2023","12,4","0,0","385.876.000","148.120.576"
"10:40:09.817, 11 giu 2023","13,0","0,0","385.876.000","118.035.304"
"10:40:10.818, 11 giu 2023","12,9","0,0","385.876.000","50.547.776"
"10:40:11.819, 11 giu 2023","12,8","0,0","385.876.000","222.862.904"
"10:40:12.820, 11 giu 2023","14,3","0,0","385.876.000","173.788.640"
"10:40:13.821, 11 giu 2023","13,0","0,0","385.876.000","132.001.512"
"10:40:14.822, 11 giu 2023","12,0","0,0","385.876.000","46.630.496"
"10:40:15.824, 11 giu 2023","14,2","0,0","385.876.000","231.091.456"
"10:40:16.825, 11 giu 2023","12,5","0,0","385.876.000","195.128.504"
"10:40:17.826, 11 giu 2023","12,4","0,0","385.876.000","144.713.760"
"10:40:18.827, 11 giu 2023","12,2","0,0","385.876.000","222.687.440"
"10:40:19.829, 11 giu 2023","12,2","0,0","385.876.000","180.093.904"
"10:40:20.830, 11 giu 2023","13,4","0,0","385.876.000","173.985.856"
"10:40:21.831, 11 giu 2023","12,4","0,0","385.876.000","167.745.440"
"10:40:22.833, 11 giu 2023","12,2","0,0","385.876.000","157.322.952"
"10:40:23.835, 11 giu 2023","12,4","0,0","385.876.000","136.434.192"
"10:40:24.836, 11 giu 2023","13,0","0,0","385.876.000","75.456.192"
"10:40:25.837, 11 giu 2023","12,2","0,0","385.876.000","163.949.824"
"10:40:26.838, 11 giu 2023","12,4","0,0","385.876.000","76.064.128"
"10:40:27.839, 11 giu 2023","13,2","0,0","385.876.000","222.767.360"
"10:40:28.839, 11 giu 2023","13,1","0,0","385.876.000","120.478.912"
"10:40:29.840, 11 giu 2023","12,3","0,0","385.876.000","43.985.224"
"10:40:30.841, 11 giu 2023","12,2","0,0","385.876.000","224.224.832"
"10:40:31.842, 11 giu 2023","14,5","0,0","385.876.000","169.460.464"
"10:40:32.843, 11 giu 2023","12,6","0,0","385.876.000","106.812.800"
"10:40:33.844, 11 giu 2023","12,4","0,0","385.876.000","50.174.576"
"10:40:34.845, 11 giu 2023","12,4","0,0","385.876.000","78.094.512"
"10:40:35.846, 11 giu 2023","13,0","0,0","385.876.000","224.868.024"
"10:40:36.847, 11 giu 2023","12,6","0,0","385.876.000","153.628.912"
"10:40:37.849, 11 giu 2023","12,2","0,0","385.876.000","50.252.320"
"10:40:38.850, 11 giu 2023","12,4","0,0","385.876.000","197.034.656"
"10:40:39.851, 11 giu 2023","13,0","0,0","385.876.000","123.653.992"
"10:40:40.852, 11 giu 2023","12,4","0,0","385.876.000","46.048.104"
"10:40:41.853, 11 giu 2023","13,5","0,0","385.876.000","215.126.800"
"10:40:42.854, 11 giu 2023","13,0","0,0","385.876.000","162.589.336"
"10:40:43.854, 11 giu 2023","12,4","0,0","385.876.000","102.534.336"
"10:40:44.855, 11 giu 2023","12,3","0,0","385.876.000","253.044.432"
"10:40:45.857, 11 giu 2023","13,1","0,0","385.876.000","181.683.712"
"10:40:46.858, 11 giu 2023","12,2","0,0","385.876.000","123.914.072"
"10:40:47.859, 11 giu 2023","12,4","0,0","385.876.000","65.098.464"
"10:40:48.860, 11 giu 2023","12,2","0,0","385.876.000","245.407.744"
"10:40:49.861, 11 giu 2023","13,0","0,0","385.876.000","197.298.640"
"10:40:50.862, 11 giu 2023","12,3","0,0","385.876.000","112.220.824"
"10:40:51.863, 11 giu 2023","12,7","0,0","385.876.000","240.124.176"
"10:40:52.865, 11 giu 2023","12,0","0,0","385.876.000","175.224.128"
"10:40:53.866, 11 giu 2023","12,2","0,0","385.876.000","99.360.584"
"10:40:54.867, 11 giu 2023","12,2","0,0","385.876.000","233.146.864"
"10:40:55.868, 11 giu 2023","13,2","0,0","385.876.000","175.925.296"
"10:40:56.869, 11 giu 2023","12,2","0,0","385.876.000","102.771.912"
"10:40:57.870, 11 giu 2023","12,4","0,0","385.876.000","35.884.472"
"10:40:58.871, 11 giu 2023","13,5","0,0","385.876.000","195.317.824"
"10:40:59.873, 11 giu 2023","12,8","0,0","385.876.000","109.523.488"
"10:41:00.874, 11 giu 2023","13,0","0,0","385.876.000","68.746.528"
"10:41:01.875, 11 giu 2023","13,5","0,0","385.876.000","199.712.464"
"10:41:02.877, 11 giu 2023","12,4","0,0","385.876.000","147.456.864"
"10:41:03.878, 11 giu 2023","12,8","0,1","385.876.000","65.850.800"
"10:41:04.879, 11 giu 2023","13,0","0,0","385.876.000","247.014.312"
"10:41:05.880, 11 giu 2023","12,2","0,0","385.876.000","203.097.088"
"10:41:06.881, 11 giu 2023","12,2","0,0","385.876.000","61.814.016"
"10:41:07.913, 11 giu 2023","12,6","0,0","385.876.000","227.540.656"
"10:41:08.883, 11 giu 2023","12,6","0,0","385.876.000","123.221.720"
"10:41:09.885, 11 giu 2023","12,2","0,0","385.876.000","35.454.976"
"10:41:10.885, 11 giu 2023","13,0","0,0","385.876.000","129.589.856"
"10:41:11.886, 11 giu 2023","12,4","0,0","385.876.000","47.800.688"
"10:41:12.887, 11 giu 2023","12,2","0,0","385.876.000","201.053.224"
"10:41:13.888, 11 giu 2023","12,2","0,0","385.876.000","62.676.616"
"10:41:14.888, 11 giu 2023","13,0","0,0","385.876.000","224.042.664"
"10:41:15.890, 11 giu 2023","12,2","0,0","385.876.000","169.271.584"
"10:41:16.891, 11 giu 2023","13,1","0,1","385.876.000","102.587.712"
"10:41:17.893, 11 giu 2023","14,2","0,0","385.876.000","251.711.360"
"10:41:18.895, 11 giu 2023","13,0","0,0","385.876.000","206.935.280"
"10:41:19.896, 11 giu 2023","12,4","0,0","385.876.000","78.923.264"
"10:41:20.897, 11 giu 2023","13,0","0,0","385.876.000","238.148.480"
"10:41:21.898, 11 giu 2023","13,7","0,0","385.876.000","158.362.400"
"10:41:22.899, 11 giu 2023","12,2","0,0","385.876.000","120.603.128"
"10:41:23.900, 11 giu 2023","12,2","0,0","385.876.000","52.058.240"
"10:41:24.901, 11 giu 2023","13,2","0,0","385.876.000","203.193.232"
"10:41:25.903, 11 giu 2023","12,2","0,0","385.876.000","120.452.776"
"10:41:26.904, 11 giu 2023","12,2","0,0","385.876.000","93.294.704"
"10:41:27.906, 11 giu 2023","13,0","0,0","385.876.000","210.689.888"
"10:41:28.907, 11 giu 2023","13,0","0,0","385.876.000","164.906.496"
"10:41:29.909, 11 giu 2023","13,7","0,0","385.876.000","139.663.816"
"10:41:30.910, 11 giu 2023","13,9","0,0","385.876.000","121.411.296"
"10:41:32.234, 11 giu 2023","12,6","0,0","385.876.000","225.554.432"
"10:41:32.912, 11 giu 2023","15,9","0,1","385.876.000","57.951.744"
"10:41:33.913, 11 giu 2023","12,2","0,0","385.876.000","242.592.752"
"10:41:34.914, 11 giu 2023","13,7","0,0","385.876.000","206.942.376"
"10:41:35.915, 11 giu 2023","12,4","0,0","385.876.000","168.585.192"
"10:41:36.916, 11 giu 2023","12,2","0,0","385.876.000","207.891.104"
"10:41:37.917, 11 giu 2023","14,2","0,1","385.876.000","36.910.664"
"10:41:38.918, 11 giu 2023","12,2","0,0","385.876.000","170.999.368"
