"Time [ms]","Size [B]","Used [B]","CPU usage [%]","GC activity [%]"
"19:17:02.852, 10 giu 2023","3.447.717.920","2.451.025.344","12,2","0,0"
"19:17:03.853, 10 giu 2023","3.447.717.920","2.451.025.344","12,1","0,0"
"19:17:04.854, 10 giu 2023","3.447.717.920","2.451.025.344","13,1","0,0"
"19:17:05.856, 10 giu 2023","3.447.717.920","2.451.025.344","12,5","0,0"
"19:17:06.857, 10 giu 2023","3.447.717.920","2.451.025.344","12,5","0,0"
"19:17:07.859, 10 giu 2023","3.447.717.920","2.451.025.344","12,2","0,0"
"19:17:08.860, 10 giu 2023","3.447.717.920","2.451.025.344","12,3","0,0"
"19:17:09.862, 10 giu 2023","3.447.717.920","2.453.122.496","12,5","0,0"
"19:17:10.864, 10 giu 2023","3.447.717.920","2.453.122.496","13,1","0,0"
"19:17:11.866, 10 giu 2023","3.447.717.920","2.453.122.496","12,5","0,0"
"19:17:12.867, 10 giu 2023","3.447.717.920","2.453.122.496","12,2","0,0"
"19:17:13.868, 10 giu 2023","3.447.717.920","2.453.122.496","12,5","0,0"
"19:17:14.870, 10 giu 2023","3.447.717.920","2.453.122.496","12,2","0,0"
"19:17:15.871, 10 giu 2023","3.447.717.920","2.453.122.496","13,0","0,0"
"19:17:16.872, 10 giu 2023","3.447.717.920","2.453.122.496","12,3","0,0"
"19:17:17.873, 10 giu 2023","3.447.717.920","2.455.219.648","12,3","0,0"
"19:17:18.874, 10 giu 2023","3.447.717.920","2.455.219.648","12,3","0,0"
"19:17:19.876, 10 giu 2023","3.447.717.920","2.455.219.648","13,1","0,0"
"19:17:20.877, 10 giu 2023","3.447.717.920","2.455.219.648","12,6","0,0"
"19:17:21.878, 10 giu 2023","3.447.717.920","2.455.219.648","12,3","0,0"
"19:17:22.879, 10 giu 2023","3.447.717.920","2.455.219.648","12,2","0,0"
"19:17:23.880, 10 giu 2023","3.447.717.920","2.455.219.648","13,1","0,0"
"19:17:24.881, 10 giu 2023","3.447.717.920","2.455.219.648","12,3","0,0"
"19:17:25.882, 10 giu 2023","3.447.717.920","2.455.219.648","12,2","0,0"
"19:17:26.884, 10 giu 2023","3.447.717.920","2.455.219.648","12,4","0,0"
"19:17:27.886, 10 giu 2023","3.447.717.920","2.455.219.648","12,4","0,0"
"19:17:28.888, 10 giu 2023","3.447.717.920","2.457.316.800","12,2","0,0"
"19:17:29.889, 10 giu 2023","3.447.717.920","2.457.316.800","13,0","0,0"
"19:17:30.890, 10 giu 2023","3.447.717.920","2.457.316.800","12,3","0,0"
"19:17:31.891, 10 giu 2023","3.447.717.920","2.457.316.800","12,2","0,0"
"19:17:32.893, 10 giu 2023","3.447.717.920","2.457.316.800","12,6","0,0"
"19:17:33.894, 10 giu 2023","3.447.717.920","2.457.316.800","13,2","0,0"
"19:17:34.895, 10 giu 2023","3.447.717.920","2.457.316.800","12,2","0,0"
"19:17:35.896, 10 giu 2023","3.447.717.920","2.457.316.800","12,2","0,0"
"19:17:36.898, 10 giu 2023","3.447.717.920","2.459.413.952","13,0","0,0"
"19:17:37.899, 10 giu 2023","3.447.717.920","2.459.413.952","12,2","0,0"
"19:17:38.900, 10 giu 2023","3.447.717.920","2.459.413.952","12,5","0,0"
"19:17:39.900, 10 giu 2023","3.447.717.920","2.459.413.952","12,3","0,0"
"19:17:40.901, 10 giu 2023","3.447.717.920","2.459.413.952","13,1","0,0"
"19:17:41.903, 10 giu 2023","3.447.717.920","2.459.413.952","12,3","0,0"
"19:17:42.905, 10 giu 2023","3.447.717.920","2.459.413.952","12,3","0,0"
"19:17:43.907, 10 giu 2023","3.447.717.920","2.461.511.104","12,5","0,0"
"19:17:44.909, 10 giu 2023","3.447.717.920","2.461.511.104","12,5","0,0"
"19:17:45.910, 10 giu 2023","3.447.717.920","2.461.511.104","13,1","0,0"
"19:17:46.912, 10 giu 2023","3.447.717.920","2.461.511.104","12,3","0,0"
"19:17:47.913, 10 giu 2023","3.447.717.920","2.461.511.104","12,3","0,0"
"19:17:48.915, 10 giu 2023","3.447.717.920","2.461.511.104","12,3","0,0"
"19:17:49.916, 10 giu 2023","3.447.717.920","2.461.511.104","12,3","0,0"
"19:17:50.917, 10 giu 2023","3.447.717.920","2.461.511.104","13,0","0,0"
"19:17:51.918, 10 giu 2023","3.447.717.920","2.461.511.104","12,2","0,0"
"19:17:52.919, 10 giu 2023","3.447.717.920","2.461.511.104","12,2","0,0"
"19:17:53.920, 10 giu 2023","3.447.717.920","2.461.511.104","13,1","0,0"
"19:17:54.921, 10 giu 2023","3.447.717.920","2.463.608.256","12,2","0,0"
"19:17:55.922, 10 giu 2023","3.447.717.920","2.463.608.256","12,2","0,0"
"19:17:56.923, 10 giu 2023","3.447.717.920","2.463.608.256","12,2","0,0"
"19:17:57.925, 10 giu 2023","3.447.717.920","2.463.608.256","13,2","0,0"
"19:17:58.927, 10 giu 2023","3.447.717.920","2.463.608.256","12,2","0,0"
"19:17:59.928, 10 giu 2023","3.447.717.920","2.463.608.256","12,3","0,0"
"19:18:00.930, 10 giu 2023","3.447.717.920","2.463.608.256","12,2","0,0"
"19:18:01.932, 10 giu 2023","3.447.717.920","2.463.608.256","13,2","0,0"
"19:18:02.933, 10 giu 2023","3.447.717.920","2.465.705.408","12,5","0,0"
"19:18:03.934, 10 giu 2023","3.447.717.920","2.465.705.408","12,4","0,0"
"19:18:04.936, 10 giu 2023","3.447.717.920","2.465.705.408","12,2","0,0"
"19:18:05.937, 10 giu 2023","3.447.717.920","2.465.705.408","13,1","0,0"
"19:18:06.938, 10 giu 2023","3.447.717.920","2.465.705.408","12,3","0,0"
"19:18:07.940, 10 giu 2023","3.447.717.920","2.465.705.408","12,4","0,0"
"19:18:08.941, 10 giu 2023","3.447.717.920","2.467.802.560","12,5","0,0"
"19:18:09.942, 10 giu 2023","3.447.717.920","2.467.802.560","12,5","0,0"
"19:18:10.944, 10 giu 2023","3.447.717.920","2.467.802.560","13,1","0,0"
"19:18:11.945, 10 giu 2023","3.447.717.920","2.467.802.560","12,3","0,0"
"19:18:12.946, 10 giu 2023","3.447.717.920","2.467.802.560","12,2","0,0"
"19:18:13.947, 10 giu 2023","3.447.717.920","2.467.802.560","12,4","0,0"
"19:18:14.949, 10 giu 2023","3.447.717.920","2.467.802.560","13,2","0,0"
"19:18:15.951, 10 giu 2023","3.447.717.920","2.467.802.560","12,2","0,0"
"19:18:16.952, 10 giu 2023","3.447.717.920","2.467.802.560","12,3","0,0"
"19:18:17.953, 10 giu 2023","3.447.717.920","2.467.802.560","13,0","0,0"
"19:18:18.954, 10 giu 2023","3.447.717.920","2.467.802.560","12,2","0,0"
"19:18:19.955, 10 giu 2023","3.447.717.920","2.469.899.712","12,2","0,0"
"19:18:20.957, 10 giu 2023","3.447.717.920","2.469.899.712","12,4","0,0"
"19:18:21.959, 10 giu 2023","3.447.717.920","2.469.899.712","13,0","0,0"
"19:18:22.960, 10 giu 2023","3.447.717.920","2.469.899.712","12,3","0,0"
"19:18:23.962, 10 giu 2023","3.447.717.920","2.469.899.712","12,2","0,0"
"19:18:24.963, 10 giu 2023","3.447.717.920","2.469.899.712","12,5","0,0"
"19:18:25.964, 10 giu 2023","3.447.717.920","2.469.899.712","13,0","0,0"
"19:18:26.965, 10 giu 2023","3.447.717.920","2.469.899.712","12,2","0,0"
"19:18:27.966, 10 giu 2023","3.447.717.920","2.469.899.712","12,2","0,0"
"19:18:28.967, 10 giu 2023","3.447.717.920","2.471.996.864","13,0","0,0"
"19:18:29.968, 10 giu 2023","3.447.717.920","2.471.996.864","12,2","0,0"
"19:18:30.969, 10 giu 2023","3.447.717.920","2.471.996.864","12,2","0,0"
"19:18:31.970, 10 giu 2023","3.447.717.920","2.471.996.864","12,3","0,0"
"19:18:32.971, 10 giu 2023","3.447.717.920","2.471.996.864","13,3","0,0"
"19:18:33.972, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:34.973, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:35.974, 10 giu 2023","3.447.717.920","2.474.094.016","13,1","0,0"
"19:18:36.975, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:37.976, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:38.977, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:39.977, 10 giu 2023","3.447.717.920","2.474.094.016","13,0","0,0"
"19:18:40.978, 10 giu 2023","3.447.717.920","2.474.094.016","12,3","0,0"
"19:18:41.979, 10 giu 2023","3.447.717.920","2.474.094.016","12,3","0,0"
"19:18:42.981, 10 giu 2023","3.447.717.920","2.474.094.016","12,3","0,0"
"19:18:43.982, 10 giu 2023","3.447.717.920","2.474.094.016","13,0","0,0"
"19:18:44.984, 10 giu 2023","3.447.717.920","2.474.094.016","12,2","0,0"
"19:18:45.985, 10 giu 2023","3.447.717.920","2.476.191.168","12,2","0,0"
"19:18:46.986, 10 giu 2023","3.447.717.920","2.476.191.168","13,0","0,0"
"19:18:47.988, 10 giu 2023","3.447.717.920","2.476.191.168","12,4","0,0"
"19:18:48.990, 10 giu 2023","3.447.717.920","2.476.191.168","12,2","0,0"
"19:18:49.992, 10 giu 2023","3.447.717.920","2.476.191.168","12,4","0,0"
"19:18:50.993, 10 giu 2023","3.447.717.920","2.476.191.168","13,0","0,0"
"19:18:51.995, 10 giu 2023","3.447.717.920","2.476.191.168","12,2","0,0"
"19:18:52.996, 10 giu 2023","3.447.717.920","2.476.191.168","12,3","0,0"
"19:18:53.997, 10 giu 2023","3.447.717.920","2.478.288.320","13,0","0,0"
"19:18:54.998, 10 giu 2023","3.447.717.920","2.478.288.320","12,2","0,0"
"19:18:55.999, 10 giu 2023","3.447.717.920","2.478.288.320","12,3","0,0"
"19:18:57.000, 10 giu 2023","3.447.717.920","2.478.288.320","12,8","0,0"
"19:18:58.001, 10 giu 2023","3.447.717.920","2.478.288.320","12,7","0,0"
"19:18:59.002, 10 giu 2023","3.447.717.920","2.480.385.472","12,4","0,0"
"19:19:00.004, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:01.005, 10 giu 2023","3.447.717.920","2.480.385.472","13,1","0,0"
"19:19:02.007, 10 giu 2023","3.447.717.920","2.480.385.472","12,4","0,0"
"19:19:03.008, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:04.009, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:05.010, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:06.011, 10 giu 2023","3.447.717.920","2.480.385.472","13,1","0,0"
"19:19:07.012, 10 giu 2023","3.447.717.920","2.480.385.472","12,2","0,0"
"19:19:08.014, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:09.015, 10 giu 2023","3.447.717.920","2.480.385.472","12,3","0,0"
"19:19:10.017, 10 giu 2023","3.447.717.920","2.482.482.624","12,2","0,0"
"19:19:11.018, 10 giu 2023","3.447.717.920","2.482.482.624","13,3","0,0"
"19:19:12.019, 10 giu 2023","3.447.717.920","2.482.482.624","12,3","0,0"
"19:19:13.020, 10 giu 2023","3.447.717.920","2.482.482.624","12,3","0,0"
"19:19:14.021, 10 giu 2023","3.447.717.920","2.482.482.624","12,4","0,0"
"19:19:15.022, 10 giu 2023","3.447.717.920","2.482.482.624","13,1","0,0"
"19:19:16.024, 10 giu 2023","3.447.717.920","2.482.482.624","12,4","0,0"
"19:19:17.025, 10 giu 2023","3.447.717.920","2.482.482.624","12,2","0,0"
"19:19:18.026, 10 giu 2023","3.447.717.920","2.482.482.624","13,1","0,0"
"19:19:19.027, 10 giu 2023","3.447.717.920","2.484.579.776","12,2","0,0"
"19:19:20.029, 10 giu 2023","3.447.717.920","2.484.579.776","12,3","0,0"
"19:19:21.031, 10 giu 2023","3.447.717.920","2.484.579.776","12,2","0,0"
"19:19:22.033, 10 giu 2023","3.447.717.920","2.484.579.776","12,8","0,0"
"19:19:23.034, 10 giu 2023","3.447.717.920","2.484.579.776","12,5","0,0"
"19:19:24.035, 10 giu 2023","3.447.717.920","2.484.579.776","12,3","0,0"
"19:19:25.036, 10 giu 2023","3.447.717.920","2.486.676.928","12,3","0,0"
"19:19:26.037, 10 giu 2023","3.447.717.920","2.486.676.928","12,1","0,0"
"19:19:27.038, 10 giu 2023","3.447.717.920","2.486.676.928","13,3","0,0"
"19:19:28.040, 10 giu 2023","3.447.717.920","2.486.676.928","12,2","0,0"
"19:19:29.041, 10 giu 2023","3.447.717.920","2.486.676.928","12,4","0,0"
"19:19:30.043, 10 giu 2023","3.447.717.920","2.486.676.928","12,2","0,0"
"19:19:31.044, 10 giu 2023","3.447.717.920","2.486.676.928","13,2","0,0"
"19:19:32.045, 10 giu 2023","3.447.717.920","2.486.676.928","12,4","0,0"
"19:19:33.045, 10 giu 2023","3.447.717.920","2.486.676.928","12,5","0,0"
"19:19:34.046, 10 giu 2023","3.447.717.920","2.486.676.928","12,2","0,0"
"19:19:35.048, 10 giu 2023","3.447.717.920","2.488.774.080","13,3","0,0"
"19:19:36.049, 10 giu 2023","3.447.717.920","2.488.774.080","12,6","0,0"
"19:19:37.050, 10 giu 2023","3.447.717.920","2.488.774.080","12,4","0,0"
"19:19:38.052, 10 giu 2023","3.447.717.920","2.488.774.080","12,2","0,0"
"19:19:39.053, 10 giu 2023","3.447.717.920","2.488.774.080","12,2","0,0"
"19:19:40.054, 10 giu 2023","3.447.717.920","2.488.774.080","13,0","0,0"
"19:19:41.055, 10 giu 2023","3.447.717.920","2.488.774.080","12,3","0,0"
"19:19:42.056, 10 giu 2023","3.447.717.920","2.488.774.080","12,6","0,0"
"19:19:43.057, 10 giu 2023","3.447.717.920","2.488.774.080","12,3","0,0"
"19:19:44.058, 10 giu 2023","3.447.717.920","2.490.871.232","12,3","0,0"
"19:19:45.060, 10 giu 2023","3.447.717.920","2.490.871.232","12,2","0,0"
"19:19:46.061, 10 giu 2023","3.447.717.920","2.490.871.232","12,3","0,0"
"19:19:47.063, 10 giu 2023","3.447.717.920","2.490.871.232","13,0","0,0"
"19:19:48.064, 10 giu 2023","3.447.717.920","2.490.871.232","12,2","0,0"
"19:19:49.065, 10 giu 2023","3.447.717.920","2.490.871.232","12,4","0,0"
"19:19:50.066, 10 giu 2023","3.447.717.920","2.492.968.384","13,2","0,0"
"19:19:51.067, 10 giu 2023","3.447.717.920","2.492.968.384","12,2","0,0"
"19:19:52.068, 10 giu 2023","3.447.717.920","2.492.968.384","12,3","0,0"
"19:19:53.070, 10 giu 2023","3.447.717.920","2.492.968.384","12,7","0,0"
"19:19:54.071, 10 giu 2023","3.447.717.920","2.492.968.384","12,2","0,0"
"19:19:55.072, 10 giu 2023","3.447.717.920","2.492.968.384","12,2","0,0"
"19:19:56.073, 10 giu 2023","3.447.717.920","2.492.968.384","13,0","0,0"
"19:19:57.074, 10 giu 2023","3.447.717.920","2.492.968.384","12,2","0,0"
"19:19:58.075, 10 giu 2023","3.447.717.920","2.492.968.384","12,4","0,0"
"19:19:59.076, 10 giu 2023","3.447.717.920","2.492.968.384","13,0","0,0"
"19:20:00.078, 10 giu 2023","3.447.717.920","2.492.968.384","12,2","0,0"
"19:20:01.079, 10 giu 2023","3.447.717.920","2.495.065.536","12,3","0,0"
"19:20:02.080, 10 giu 2023","3.447.717.920","2.495.065.536","13,0","0,0"
"19:20:03.081, 10 giu 2023","3.447.717.920","2.495.065.536","12,2","0,0"
"19:20:04.082, 10 giu 2023","3.447.717.920","2.495.065.536","12,8","0,0"
"19:20:05.084, 10 giu 2023","3.447.717.920","2.495.065.536","12,1","0,0"
"19:20:06.085, 10 giu 2023","3.447.717.920","2.495.065.536","12,4","0,0"
"19:20:07.086, 10 giu 2023","3.447.717.920","2.495.065.536","13,1","0,0"
"19:20:08.087, 10 giu 2023","3.447.717.920","2.495.065.536","12,2","0,0"
"19:20:09.088, 10 giu 2023","3.447.717.920","2.497.162.688","12,3","0,0"
"19:20:10.089, 10 giu 2023","3.447.717.920","2.497.162.688","12,6","0,0"
"19:20:11.091, 10 giu 2023","3.447.717.920","2.497.162.688","12,2","0,0"
"19:20:12.092, 10 giu 2023","3.447.717.920","2.497.162.688","12,2","0,0"
"19:20:13.093, 10 giu 2023","3.447.717.920","2.497.162.688","13,2","0,0"
"19:20:14.094, 10 giu 2023","3.447.717.920","2.497.162.688","12,2","0,0"
"19:20:15.095, 10 giu 2023","3.447.717.920","2.497.162.688","12,8","0,0"
"19:20:16.096, 10 giu 2023","3.447.717.920","2.497.162.688","12,2","0,0"
"19:20:17.097, 10 giu 2023","3.447.717.920","2.499.259.840","13,0","0,0"
"19:20:18.098, 10 giu 2023","3.447.717.920","2.499.259.840","12,2","0,0"
"19:20:19.099, 10 giu 2023","3.447.717.920","2.499.259.840","12,3","0,0"
"19:20:20.100, 10 giu 2023","3.447.717.920","2.499.259.840","12,0","0,0"
"19:20:21.101, 10 giu 2023","3.447.717.920","2.499.259.840","13,3","0,0"
"19:20:22.101, 10 giu 2023","3.447.717.920","2.499.259.840","12,2","0,0"
"19:20:23.102, 10 giu 2023","3.447.717.920","2.499.259.840","12,2","0,0"
"19:20:24.103, 10 giu 2023","3.447.717.920","2.499.259.840","12,8","0,0"
"19:20:25.104, 10 giu 2023","3.447.717.920","2.501.356.992","12,3","0,0"
"19:20:26.105, 10 giu 2023","3.447.717.920","2.501.356.992","12,3","0,0"
"19:20:27.106, 10 giu 2023","3.447.717.920","2.501.356.992","12,4","0,0"
"19:20:28.107, 10 giu 2023","3.447.717.920","2.501.356.992","13,0","0,0"
"19:20:29.108, 10 giu 2023","3.447.717.920","2.501.356.992","12,2","0,0"
"19:20:30.109, 10 giu 2023","3.447.717.920","2.501.356.992","12,2","0,0"
"19:20:31.110, 10 giu 2023","3.447.717.920","2.501.356.992","13,2","0,0"
"19:20:32.112, 10 giu 2023","3.447.717.920","2.501.356.992","12,4","0,0"
"19:20:33.113, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:34.115, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:35.117, 10 giu 2023","3.447.717.920","2.503.454.144","13,0","0,0"
"19:20:36.118, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:37.119, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:38.120, 10 giu 2023","3.447.717.920","2.503.454.144","13,0","0,0"
"19:20:39.121, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:40.122, 10 giu 2023","3.447.717.920","2.503.454.144","12,2","0,0"
"19:20:41.123, 10 giu 2023","3.447.717.920","2.505.551.296","12,4","0,0"
"19:20:42.124, 10 giu 2023","3.447.717.920","2.505.551.296","12,2","0,0"
"19:20:43.125, 10 giu 2023","3.447.717.920","2.505.551.296","13,0","0,0"
"19:20:44.126, 10 giu 2023","3.447.717.920","2.505.551.296","12,1","0,0"
"19:20:45.128, 10 giu 2023","3.447.717.920","2.505.551.296","12,6","0,0"
"19:20:46.130, 10 giu 2023","3.447.717.920","2.505.551.296","12,4","0,0"
"19:20:47.131, 10 giu 2023","3.447.717.920","2.505.551.296","12,5","0,0"
"19:20:48.132, 10 giu 2023","3.447.717.920","2.505.551.296","12,6","0,0"
"19:20:49.133, 10 giu 2023","3.447.717.920","2.505.551.296","12,2","0,0"
"19:20:50.135, 10 giu 2023","3.447.717.920","2.507.648.448","12,2","0,0"
"19:20:51.136, 10 giu 2023","3.447.717.920","2.507.648.448","13,0","0,0"
"19:20:52.137, 10 giu 2023","3.447.717.920","2.507.648.448","12,2","0,0"
"19:20:53.138, 10 giu 2023","3.447.717.920","2.507.648.448","12,4","0,0"
"19:20:54.139, 10 giu 2023","3.447.717.920","2.507.648.448","12,2","0,0"
"19:20:55.141, 10 giu 2023","3.447.717.920","2.507.648.448","12,4","0,0"
"19:20:56.142, 10 giu 2023","3.447.717.920","2.507.648.448","13,0","0,0"
"19:20:57.143, 10 giu 2023","3.447.717.920","2.507.648.448","12,9","0,0"
"19:20:58.144, 10 giu 2023","3.447.717.920","2.509.745.600","12,3","0,0"
"19:20:59.145, 10 giu 2023","3.447.717.920","2.509.745.600","12,4","0,0"
"19:21:00.146, 10 giu 2023","3.447.717.920","2.509.745.600","12,5","0,0"
"19:21:01.148, 10 giu 2023","3.447.717.920","2.509.745.600","12,2","0,0"
"19:21:02.149, 10 giu 2023","3.447.717.920","2.509.745.600","13,0","0,0"
"19:21:03.150, 10 giu 2023","3.447.717.920","2.509.745.600","12,2","0,0"
"19:21:04.152, 10 giu 2023","3.447.717.920","2.509.745.600","12,2","0,0"
"19:21:05.153, 10 giu 2023","3.447.717.920","2.509.745.600","12,2","0,0"
"19:21:06.155, 10 giu 2023","3.447.717.920","2.509.745.600","12,8","0,0"
"19:21:07.157, 10 giu 2023","3.447.717.920","2.511.842.752","12,2","0,0"
"19:21:08.159, 10 giu 2023","3.447.717.920","2.511.842.752","12,5","0,0"
"19:21:09.160, 10 giu 2023","3.447.717.920","2.511.842.752","12,1","0,0"
"19:21:10.161, 10 giu 2023","3.447.717.920","2.511.842.752","15,7","0,0"
"19:21:11.162, 10 giu 2023","3.447.717.920","2.511.842.752","12,2","0,0"
"19:21:12.163, 10 giu 2023","3.447.717.920","2.511.842.752","12,5","0,0"
"19:21:13.164, 10 giu 2023","3.447.717.920","2.513.939.904","12,3","0,0"
"19:21:14.165, 10 giu 2023","3.447.717.920","2.513.939.904","12,4","0,0"
"19:21:15.166, 10 giu 2023","3.447.717.920","2.513.939.904","13,1","0,0"
"19:21:16.168, 10 giu 2023","3.447.717.920","2.513.939.904","12,2","0,0"
"19:21:17.169, 10 giu 2023","3.447.717.920","2.513.939.904","12,3","0,0"
"19:21:18.170, 10 giu 2023","3.447.717.920","2.513.939.904","12,2","0,0"
"19:21:19.171, 10 giu 2023","3.447.717.920","2.513.939.904","13,0","0,0"
"19:21:20.173, 10 giu 2023","3.447.717.920","2.513.939.904","12,2","0,0"
"19:21:21.175, 10 giu 2023","3.447.717.920","2.513.939.904","12,4","0,0"
"19:21:22.176, 10 giu 2023","3.447.717.920","2.513.939.904","12,3","0,0"
"19:21:23.177, 10 giu 2023","3.447.717.920","2.516.037.056","13,0","0,0"
"19:21:24.178, 10 giu 2023","3.447.717.920","2.516.037.056","12,3","0,0"
"19:21:25.180, 10 giu 2023","3.447.717.920","2.516.037.056","12,7","0,0"
"19:21:26.181, 10 giu 2023","3.447.717.920","2.516.037.056","12,2","0,0"
"19:21:27.183, 10 giu 2023","3.447.717.920","2.516.037.056","12,3","0,0"
"19:21:28.185, 10 giu 2023","3.447.717.920","2.516.037.056","12,5","0,0"
"19:21:29.186, 10 giu 2023","3.447.717.920","2.516.037.056","12,2","0,0"
"19:21:30.187, 10 giu 2023","3.447.717.920","2.516.037.056","12,3","0,0"
"19:21:31.189, 10 giu 2023","3.447.717.920","2.518.134.208","13,0","0,0"
"19:21:32.190, 10 giu 2023","3.447.717.920","2.518.134.208","12,5","0,0"
"19:21:33.191, 10 giu 2023","3.447.717.920","2.518.134.208","12,1","0,0"
"19:21:34.193, 10 giu 2023","3.447.717.920","2.518.134.208","13,1","0,0"
"19:21:35.194, 10 giu 2023","3.447.717.920","2.518.134.208","12,2","0,0"
"19:21:36.195, 10 giu 2023","3.447.717.920","2.518.134.208","12,3","0,0"
"19:21:37.196, 10 giu 2023","3.447.717.920","2.518.134.208","12,3","0,0"
"19:21:38.197, 10 giu 2023","3.447.717.920","2.518.134.208","13,0","0,0"
"19:21:39.199, 10 giu 2023","3.447.717.920","2.520.231.360","12,4","0,0"
"19:21:40.200, 10 giu 2023","3.447.717.920","2.520.231.360","12,5","0,0"
"19:21:41.201, 10 giu 2023","3.447.717.920","2.520.231.360","12,4","0,0"
"19:21:42.202, 10 giu 2023","3.447.717.920","2.520.231.360","13,1","0,0"
"19:21:43.204, 10 giu 2023","3.447.717.920","2.520.231.360","12,3","0,0"
"19:21:44.205, 10 giu 2023","3.447.717.920","2.520.231.360","12,1","0,0"
"19:21:45.207, 10 giu 2023","3.447.717.920","2.520.231.360","13,3","0,0"
"19:21:46.208, 10 giu 2023","3.447.717.920","2.520.231.360","12,4","0,0"
"19:21:47.209, 10 giu 2023","3.447.717.920","2.520.231.360","12,1","0,0"
"19:21:48.210, 10 giu 2023","3.447.717.920","2.522.328.512","13,0","0,0"
"19:21:49.211, 10 giu 2023","3.447.717.920","2.522.328.512","12,3","0,0"
"19:21:50.213, 10 giu 2023","3.447.717.920","2.522.328.512","12,3","0,0"
"19:21:51.214, 10 giu 2023","3.447.717.920","2.522.328.512","12,3","0,0"
"19:21:52.215, 10 giu 2023","3.447.717.920","2.522.328.512","12,8","0,0"
"19:21:53.216, 10 giu 2023","3.447.717.920","2.522.328.512","12,3","0,0"
"19:21:54.217, 10 giu 2023","3.447.717.920","2.522.328.512","12,2","0,0"
"19:21:55.219, 10 giu 2023","3.447.717.920","2.522.328.512","12,3","0,0"
